login,days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repo_activity_density,repository_maintenance_ratio
nikumu,3,3365,6.2955,2.6166,0.1552,0.8448,2.8103,0.1207,0.9769,0.1379
millermedeiros,1655,6052,4.6471,27.4524,0.013,0.987,91.3117,11.7013,0.0604,0.0779
jgcmarins,14,4702,2.3304,0.3344,0.4333,0.5667,10.5,1.6333,1.0098,0.2667
FaculdadeDescomplica,1426,1931,12.2948,1137.0,0.0462,0.9538,13.2,12.4769,0.5675,0.3385
evolution-foundation,31,1102,12.2634,1134.0,0.6486,0.3514,299.8378,220.6486,7.9546,0.7568
denilsonbonatti,18,3663,3.9885,558.0,0.3,0.7,7.75,64.95,1.1966,0.375
fhugoduarte,67,3374,5.954,14.3896,0.0,1.0,4.5818,1.1091,0.0,0.0
celso-henrique,13,4289,2.3845,16.8923,0.0714,0.9286,13.2857,9.4286,0.1703,0.0714
merces,3,5238,1.6735,5.8967,0.5833,0.4167,34.0,8.9583,0.9762,0.4167
tgmarinho,12,5768,21.7833,1.5211,0.1395,0.8605,2.5669,2.1686,3.0395,0.1366
Pleiterson,5,3699,23.6983,0.9107,0.025,0.975,2.4542,0.9458,0.5925,0.0125
luiztools,181,6048,2.4761,347.0,0.3171,0.6829,8.1951,4.6829,0.7851,0.2195
kaue,29,4444,7.4792,0.1504,0.0,1.0,3.7033,0.6484,0.0,0.011
diogomoretti,159,4954,2.8017,49.2381,0.0526,0.9474,25.6842,1.6579,0.1475,0.0789
lpereira,127,6564,5.3975,145.5714,0.0309,0.9691,77.0103,7.9794,0.1669,0.0206
lucasfernog,8,3647,10.0151,145.2857,0.02,0.98,0.43,0.07,0.2003,0.01
wh0isdxk,302,3021,9.9141,6.0838,0.0122,0.9878,15.6829,1.5244,0.1209,0.0488
gnuwilliam,170,5652,7.367,32.7097,0.0,1.0,1.1579,0.307,0.0,0.0088
vncscds,11,2047,7.3157,1.4889,0.0488,0.9512,1.5854,0.1707,0.3569,0.0
angelicaweiler,16,1702,7.511,142.4286,0.2571,0.7429,5.6286,1.3429,1.9314,0.3143
alganet,3,5967,6.9169,198.2,0.4071,0.5929,3.0885,0.2566,2.8157,0.2832
isyuricunha-zz,773,2482,3.0904,43.0435,0.0,1.0,1.381,0.0476,0.0,0.0
MatheuZSecurity,177,1783,5.1213,28.2,0.12,0.88,149.4,21.64,0.6146,0.6
F3lip32010,20,1963,12.2804,0.3618,0.0152,0.9848,2.9394,0.1061,0.1861,0.0303
netojoaobatista,62,5879,4.2868,48.9,0.0,1.0,3.0145,0.9275,0.0,0.0
fariasmateuss,5,2457,7.5815,0.5891,0.0196,0.9804,6.8235,0.9216,0.1487,0.0392
felipenmoura,3,5801,4.7852,18.5769,0.0,1.0,3.2632,0.8947,0.0,0.0
joaocarloslima,19,4640,15.2712,79.75,0.1804,0.8196,0.5722,1.7474,2.7551,0.1443
brunobritodev,27,4450,6.4021,59.125,0.0513,0.9487,30.6795,7.8718,0.3283,0.1026
luizcarlosfaria,46,5411,3.5101,1.888,0.0577,0.9423,14.4423,5.75,0.2025,0.1346
piedro404,6,1770,12.5877,0.5615,0.1148,0.8852,2.9016,0.082,1.4445,0.0656
Kenzie-Academy-Brasil-Developers,1294,1833,2671.725,939.0,0.0001,0.9999,0.0318,0.2041,0.3985,0.0007
steffano-da-cruz,358,1441,4.309,0.2391,0.0,1.0,1.5882,0.1176,0.0,0.0
oguscaetano,6,2216,4.2854,923.0,0.0385,0.9615,3.7692,1.8462,0.1648,0.1154
endel,95,6109,15.4853,1.4299,0.0695,0.9305,15.5985,2.7799,1.0762,0.0811
carolsoaressantos,941,3308,3.3124,9.766,0.0,1.0,10.4333,0.7667,0.0,0.0333
renzon,100,4881,14.1431,114.625,0.0265,0.9735,2.7249,1.9788,0.3742,0.0159
Fernando-Rodrigo,25,2608,11.204,0.4428,0.0375,0.9625,0.375,0.0375,0.4201,0.0375
kelvins,21,5405,2.9734,2.1947,0.1136,0.8864,216.7727,48.8409,0.3379,0.25
ninrod,41,4333,4.9734,2.2746,0.0339,0.9661,7.5763,0.678,0.1686,0.0678
diaspd,208,2097,9.2314,64.2857,0.0189,0.9811,4.7736,0.2075,0.1742,0.0377
JoseLucasapp,6,2390,11.309,1.4368,0.1757,0.8243,4.8108,0.1622,1.9867,0.2297
juditecypreste,13,3050,4.1914,15.7368,0.0,1.0,6.8,0.6857,0.0,0.0
professorisidro,12,4566,8.1593,63.7143,0.049,0.951,1.9216,1.0294,0.4,0.0196
alexfelipe,259,4275,5.3826,42.1905,0.0,1.0,2.3016,1.6984,0.0,0.0
AlvaroIsrael,56,4328,3.4601,0.4136,0.0,1.0,4.9756,0.7073,0.0,0.0
felipecastrosales,55,2359,19.8186,5.25,0.0156,0.9844,5.8672,1.1953,0.3097,0.0312
leouieda,40,5862,7.6016,0.9887,0.0984,0.9016,5.5,1.6803,0.7477,0.0328
rponte,98,6100,3.5327,5.6993,0.0339,0.9661,3.1186,1.678,0.1198,0.0847
cibelerusso,25,3965,2.3951,13.6825,0.2308,0.7692,8.9615,3.2692,0.5527,0.2692
react-brasil,2222,3791,2.6977,858.0,0.0,1.0,195.7857,17.2143,0.0,0.1786
thiagoleitecarvalho,78,3944,0.463,93.7778,0.0,1.0,3.4,1.0,0.0,0.0
rafaelmaiach,12,3975,2.2053,139.3333,0.0417,0.9583,4.2917,1.5833,0.0919,0.0417
tuliofaria,7,6185,11.8108,17.7872,0.025,0.975,1.01,0.565,0.2953,0.005
ShadowMario,4,2779,2.6286,208.5,0.1,0.9,75.2,125.55,0.2629,0.15
luizcalaca,4,5031,8.712,206.75,0.0,1.0,3.6,0.6583,0.0,0.0333
dsfb,55,4937,84.7096,0.3957,0.0271,0.9729,0.5293,0.0314,2.2934,0.2952
heynemann,70,6309,13.026,4.6364,0.0044,0.9956,7.2889,1.2711,0.0579,0.0356
caio-andres,33,1074,14.6236,7.6571,0.2093,0.7907,8.7674,0.5116,3.0608,0.1628
gabrielrcouto,24,5045,2.8959,66.9167,0.0,1.0,115.2,11.55,0.0,0.075
KlausEverWalkingDev,4,4888,0.5978,0.1042,0.0,1.0,2.0,0.125,0.0,0.0
VitorVilela7,60,4027,2.3582,22.9412,0.0,1.0,113.0769,5.5385,0.0,0.1538
nicoddemus,52,5375,22.4247,15.2941,0.0182,0.9818,0.3848,0.1,0.4077,0.0061
dfalbel,18,4748,18.4625,0.9911,0.025,0.975,1.2667,0.3833,0.4616,0.025
NickeManarin,59,3918,1.0255,59.8462,0.2727,0.7273,2478.6364,216.0,0.2797,0.3636
TiuTalk,1,6075,0.4209,22.8529,0.5714,0.4286,1.2857,1.2857,0.2405,0.2857
natalia-fs,32,2520,9.856,1.3414,0.0147,0.9853,4.1324,0.3971,0.1449,0.0294
leocavalcante,6,5994,9.3841,773.0,0.1039,0.8961,17.9675,3.0195,0.975,0.1104
georgeguimaraes,5,6669,3.5052,3.4356,0.5312,0.4688,20.3438,1.2188,1.8621,0.3438
gabuldev,3,3192,15.9053,70.1818,0.0432,0.9568,2.6475,1.4245,0.6866,0.0647
Zurubabel,912,4641,2.9119,769.0,0.0,1.0,9.1351,4.6757,0.0,0.027
MateusHoffman,134,1595,15.5718,152.8,0.0441,0.9559,0.5441,0.0441,0.687,0.0294
rinaldodev,6,3805,6.7194,29.2692,0.0429,0.9571,2.2571,1.1714,0.288,0.1
MrPowerGamerBR,6,4244,6.0244,14.3396,0.1857,0.8143,5.2571,0.6,1.1188,0.1429
ChristoPy,30,3295,9.2005,0.6894,0.0241,0.9759,4.0602,0.5904,0.2217,0.0361
ICEI-PUC-Minas-PMV-ADS,4,1928,237.1852,754.0,0.0391,0.9609,0.9601,1.4018,9.2828,0.0423
nglauber,264,4587,2.3888,376.0,0.0333,0.9667,27.9,12.9333,0.0796,0.0333
alexandreaquiles,124,5891,7.5022,3.472,0.0331,0.9669,1.5124,0.9421,0.248,0.0579
brunos3d,10,3584,18.1402,2.964,0.073,0.927,3.9607,0.5112,1.3248,0.0674
wbruno,2,5233,1.1168,147.8,0.0625,0.9375,18.0,7.3125,0.0698,0.0625
danilo-vieira,7,3625,6.1463,10.6232,0.0164,0.9836,0.7541,0.2295,0.1008,0.0
jrdutra,95,3525,7.3568,48.7333,0.0563,0.9437,5.8028,2.8592,0.4145,0.0563
h-ssiqueira,29,2704,7.024,0.4818,0.1154,0.8846,1.4808,0.8269,0.8105,0.0577
luisdeol,159,4493,12.9256,25.8929,0.0,1.0,3.2013,1.5975,0.0,0.0189
alestanalves,4,2655,17.4715,15.3191,0.0551,0.9449,5.9764,1.189,0.963,0.0315
tech-leads-club,101,1135,3.2181,715.0,0.4,0.6,512.8,45.8,1.2872,0.5
eldermoraes,32,4010,7.3779,24.5172,0.1358,0.8642,4.6049,2.4198,1.0019,0.1605
EderSantana,72,4837,5.6634,236.6667,0.0,1.0,14.08,3.6667,0.0,0.0267
leonardoscorza,3,4539,5.9547,10.1429,0.0,1.0,3.5135,1.0811,0.0,0.0541
canesche,65,4125,5.7555,0.6639,0.0615,0.9385,1.2,0.0308,0.3542,0.0769
rafapereirabr,14,4429,2.9688,11.3871,0.0556,0.9444,4.9444,2.0556,0.1649,0.0833
HakaCode,308,3127,12.3814,1.0368,0.0,1.0,0.8396,0.1132,0.0,0.0094
mrsrina,14,3024,6.2808,8.381,0.0769,0.9231,7.3462,0.6154,0.4831,0.1923
galvez,391,6587,5.2678,1.1861,0.0,1.0,19.2842,0.8947,0.0,0.0632
melissawm,26,4832,17.8392,10.6061,0.1059,0.8941,2.0381,0.7288,1.8897,0.0593
knopmickael,8,2616,3.0717,0.8016,0.0909,0.9091,0.9545,0.0,0.2792,0.0909
nyousefali,32,3386,0.5394,99.7143,0.0,1.0,26.8,13.8,0.0,0.2
Motirck,9,2414,6.96,0.4387,0.0652,0.9348,1.2174,0.1304,0.4539,0.087
diogocezar,3,4369,23.1573,1.1834,0.0036,0.9964,4.2708,1.2744,0.0836,0.0072
hallpaz,26,4624,5.0554,43.375,0.0312,0.9688,1.0625,0.3125,0.158,0.0312
engelgabriel,5,5410,0.2025,4.1257,0.0,1.0,3.0,1.0,0.0,0.0
vtex-apps,28,4038,44.8648,683.0,0.2036,0.7964,3.998,6.6734,9.1358,0.1714
alisonpezzott,1,2395,17.0806,56.8333,0.1964,0.8036,4.3482,3.6161,3.3551,0.25
larissadcew,103,1142,21.4289,0.4403,0.0,1.0,0.194,0.0299,0.0,0.0
mari4souza,7,1138,8.6659,3.5957,0.037,0.963,4.2593,10.0,0.321,0.1111
carlosportella16,35,2191,12.1694,0.5892,0.0822,0.9178,1.2192,0.0274,1.0002,0.0548
jtrecenti,23,5239,10.2485,6.72,0.0544,0.9456,1.3741,0.6122,0.5577,0.0816
erickzanardo,13,5487,8.4539,4.5578,0.1181,0.8819,6.3937,0.5827,0.9985,0.0709
ThiagoBarradas,9,4066,18.5949,13.34,0.0193,0.9807,2.3043,1.5314,0.3593,0.0242
joaostack,4,1874,11.6942,0.9737,0.4333,0.5667,1.1167,0.0333,5.0675,0.3
UndeadSec,684,3271,1.5633,666.0,0.2143,0.7857,627.2143,174.4286,0.335,0.9286
FabianaCampanari,35,1374,30.0388,1.1705,0.3097,0.6903,3.8496,0.1504,9.304,0.4248
JackWh0,201,2659,3.5715,1.0375,0.0,1.0,2.4615,0.1154,0.0,0.1923
yuredev,42,2833,6.9621,1.0392,0.0,1.0,1.3704,0.1667,0.0,0.0
FelipeSDS23,13,1289,12.7512,0.952,0.0444,0.9556,0.2,0.0,0.5667,0.0222
KleberVales,18,641,135.0456,0.9437,0.1688,0.8312,0.4641,0.0,22.7925,0.0886
lyssacavalcanti,5,2587,5.6475,163.25,0.0,1.0,3.7,0.55,0.0,0.0
danhpaiva,101,2480,93.3744,10.0308,0.1577,0.8423,0.9274,1.9164,14.7278,0.1104
lucasmazza,21,6251,2.4541,28.3478,0.119,0.881,7.2857,1.5952,0.2922,0.1667
adrielcafe,9,4998,6.8694,18.0556,0.0106,0.9894,89.9681,11.3511,0.0731,0.1596
phpenterprise,35,5198,0.4216,0.2109,0.5,0.5,1.1667,0.6667,0.2108,0.5
carlosbrando,5,6678,2.0784,19.0882,0.0526,0.9474,21.0789,2.3421,0.1094,0.1053
obetomuniz,5,5164,1.6268,161.75,0.2174,0.7826,35.1304,3.3913,0.3537,0.2609
cjpatoilo,1,5204,4.2814,2.4286,0.1148,0.8852,6.623,0.9016,0.4913,0.0984
basedosdados,685,2104,4.3399,644.0,0.4,0.6,26.52,6.68,1.736,0.52
Taimisson,11,1564,6.7725,1.0489,0.2759,0.7241,2.3103,0.0345,1.8683,0.2069
Mssjim,14,2806,3.7749,27.9565,0.0,1.0,2.4828,0.3103,0.0,0.4828
wppconnect-team,24,1967,5.942,642.0,0.5312,0.4688,198.2188,61.8125,3.1567,0.5625
Marcos9868,6,1942,21.0649,0.6561,0.0357,0.9643,0.4196,0.0089,0.7523,0.0089
akinncar,15,2851,17.1671,0.8721,0.0224,0.9776,7.0075,0.709,0.3843,0.0373
danvitoriano,4,4904,35.0801,2.0744,0.0913,0.9087,0.3609,1.6815,3.2026,0.0488
wilcorrea,4,5503,7.9647,2.3933,0.025,0.975,0.775,0.0917,0.1991,0.0167
cirospaciari,12,4538,3.8634,4.8385,0.0,1.0,37.5833,1.4792,0.0,0.0208
tjfaccipieri,19,4274,5.9821,23.2963,0.1143,0.8857,0.6286,0.2,0.6837,0.0286
ogiansouza,52,4279,2.7315,5.531,0.0312,0.9688,4.0625,189.0312,0.0854,0.1562
inteligenciamilgrau,60,2641,9.9576,89.1429,0.3472,0.6528,4.4306,2.8194,3.4575,0.3472
paulozip,13,3955,2.7705,207.6667,0.0,1.0,8.4333,3.0333,0.0,0.0667
scarletquasar,25,2109,70.4868,4.3194,0.0319,0.9681,1.4644,0.0786,2.2514,0.0344
Defmc,42,2005,4.9186,1.0401,0.5926,0.4074,2.6296,0.1111,2.9147,0.2222
melissapalhano,26,2718,1.747,2.6538,0.0,1.0,6.6923,0.7692,0.0,0.0769
programacaodinamica,1779,2553,6.2949,621.0,0.0,1.0,19.0227,6.0455,0.0,0.2045
malukenho,93,4899,15.0603,4.106,0.0099,0.9901,2.698,0.3861,0.1491,0.0198
totvs,248,3636,13.059,617.0,0.1462,0.8538,10.3846,5.0385,1.9086,0.2077
htrgouvea,32,4156,0.7031,6.1089,1.0,0.0,331.75,50.5,0.7031,1.0
felladrin,46,5740,4.0725,0.2584,0.1719,0.8281,38.75,5.6719,0.7,0.25
leosales,12,5479,0.3333,0.6574,0.0,1.0,3.2,0.2,0.0,0.0
thevelvetsnow,81,2772,10.0141,3.1865,0.0,1.0,2.1316,0.1053,0.0,0.0395
augustohp,0,5986,5.1865,4.0395,0.0471,0.9529,4.2471,0.7176,0.2441,0.0235
helviojunior,13,3106,11.4067,40.6667,0.1443,0.8557,17.3918,4.4021,1.6463,0.2474
charlenopires,25,6682,1.8585,0.1116,0.5882,0.4118,2.6176,0.3235,1.0932,0.4412
FIAP,1142,1930,36.3358,608.0,0.2188,0.7812,3.5052,5.0,7.9484,0.2396
DanielObara,16,2841,8.6138,1.8824,0.0448,0.9552,6.1343,2.9104,0.3857,0.0149
mbdavid,26,5353,1.6376,151.75,0.0,1.0,25.9167,6.375,0.0,0.0833
BernardoGO,55,5186,4.7892,18.3333,0.0,1.0,3.7353,0.8971,0.0,0.0
osantana,25,6040,2.6608,1.2878,0.1364,0.8636,9.6591,1.3864,0.3628,0.1136
danieldsf,49,4422,0.4956,0.2122,0.1667,0.8333,1.6667,0.0,0.0826,0.0
bdlukaa,26,2747,1.8615,603.0,0.2143,0.7857,269.9286,47.4286,0.3989,0.2857
arthurfiorette,4,2681,8.4467,5.3186,0.5161,0.4839,61.7903,2.5484,4.3596,0.371
Dovyski,15,5669,3.9302,0.6152,0.082,0.918,21.0984,5.7049,0.3221,0.1639
rxaviers,26,5425,8.8872,33.2222,0.0455,0.9545,10.3561,1.8485,0.404,0.0606
mairatma,4,4690,6.4639,66.1111,0.0241,0.9759,1.2169,0.494,0.1558,0.0241
IseduardoRezende,17,1432,15.0487,0.4322,0.1186,0.8814,4.4407,0.0169,1.7854,1.0
appinha,74,2628,5.1424,9.2344,0.027,0.973,20.2432,3.4324,0.139,0.1081
plt-amy,17,3266,0.7828,12.0,0.1429,0.8571,1.7143,0.0,0.1118,0.1429
fgrehm,23,6248,13.6209,6.0619,0.0987,0.9013,23.412,4.2876,1.3446,0.1373
betrybe,522,2558,15.5638,587.0,0.0,1.0,8.4037,1.2569,0.0,0.0183
gerivanc,24,1298,1.6884,1.0034,0.5,0.5,6.6667,0.0,0.8442,1.0
k8adev,78,4847,3.4664,7.5584,0.0217,0.9783,2.0,0.1087,0.0754,0.0435
Rychillie,11,3938,13.727,1.2129,0.0405,0.9595,2.0541,0.1892,0.5565,0.0676
serradura,17,5844,3.4375,36.3125,0.0182,0.9818,15.4727,1.6909,0.0625,0.1455
phenpessoa,244,4842,1.8858,193.3333,0.04,0.96,5.96,0.32,0.0754,0.16
Meigarom,43,4249,2.321,193.3333,0.037,0.963,2.0,1.1852,0.086,0.0
leandronsp,6,5765,5.7021,7.3974,0.1444,0.8556,6.3111,0.4667,0.8236,0.1778
EONRaider,20,3878,3.4849,574.0,0.1351,0.8649,133.3514,22.8649,0.4709,0.1892
petrobras,5,1531,2.1471,573.0,0.8889,0.1111,112.6667,39.3333,1.9086,1.0
davinyleticia,3,2775,6.7127,2.8317,0.2745,0.7255,2.0784,1.1961,1.8427,0.2157
PotHix,18,6565,2.8931,7.8356,0.0577,0.9423,4.7115,0.5385,0.1669,0.0385
andreynering,37,4470,4.1673,6.1398,0.2353,0.7647,1.9412,0.7451,0.9805,0.1961
mthbernardes,21,4036,8.7783,63.3333,0.0,1.0,30.5567,9.1546,0.0,0.134
fakenickels,170,5287,11.9516,1.5746,0.0116,0.9884,2.5145,0.1618,0.1382,0.0231
coproduto,77,4352,3.2732,4.7417,0.0256,0.9744,2.3333,0.0513,0.0839,0.0
Daniel-Alvarenga,2,1180,8.3574,1.0289,0.037,0.963,6.2222,0.1481,0.3095,0.0741
srizzon,2,4140,1.4998,47.3333,0.1765,0.8235,334.5882,17.0588,0.2647,0.3529
frednora,19,3837,0.6663,1.7806,0.7143,0.2857,94.0,5.0,0.476,0.7143
matheusaudibert,4,1828,8.5918,3.0486,0.4884,0.5116,8.7674,0.6744,4.196,1.0
algaworks,343,5506,16.8495,562.0,0.122,0.878,10.9843,14.9016,2.0564,0.1614
camilla-m,4,3275,7.5838,51.0,0.1618,0.8382,2.6618,1.6912,1.2268,0.1618
stacktecnologias,1287,3400,0.2149,556.0,0.0,1.0,168.5,196.0,0.0,0.5
alvarowolfx,43,5184,11.9777,1.2198,0.0294,0.9706,6.1882,1.7765,0.3523,0.0471
victorqribeiro,185,4845,6.4833,553.0,0.0233,0.9767,101.0465,7.7442,0.1508,0.2326
adolfont,3,6255,8.8174,1.3844,0.0199,0.9801,2.7616,0.4834,0.1752,0.0331
tonhowtf,4,2381,2.4544,15.25,0.9375,0.0625,366.8125,29.4375,2.301,0.8125
alegauss,62,5816,0.5652,0.515,0.1111,0.8889,0.5556,0.0,0.0628,0.0
tiagorlampert,36,3267,1.3416,91.1667,0.0,1.0,299.0833,76.5833,0.0,0.1667
Ubrennz,10,1304,2.2408,1.1129,0.75,0.25,0.125,0.0,1.6806,0.75
willmendesneto,27,5302,19.4267,7.9118,0.0426,0.9574,5.5745,0.8652,0.8267,0.0248
Lucas-Woibau,14,1690,7.1321,0.9027,0.1818,0.8182,3.6061,0.2727,1.2967,0.1212
braziljs,1511,5136,3.2002,535.0,0.0444,0.9556,167.2222,40.8222,0.1422,0.1556
kaburelabs,83,3463,12.4457,14.8333,0.0,1.0,3.178,2.1017,0.0,0.0169
talyssonoc,11,4792,8.6129,2.1673,0.0177,0.9823,51.4602,6.8319,0.1524,0.0354
RenanBorba,18,2652,7.2995,0.5343,0.0755,0.9245,2.283,1.0566,0.5509,0.1509
philss,24,5768,4.8759,2.2321,0.0649,0.9351,32.4026,2.987,0.3166,0.0649
lincon-ac,6,1532,11.9207,4.7232,0.36,0.64,0.62,0.12,4.2914,0.32
amgauna,9,4111,4.7977,0.4521,0.7963,0.2037,0.537,0.1296,3.8204,0.0926
bonieky,62,5708,0.7679,528.0,0.0833,0.9167,1.25,1.0,0.064,0.0833
xTecna,81,4131,1.6799,8.3651,0.0,1.0,12.9474,1.1053,0.0,0.1579
Henrique123-Marques,28,1830,3.393,0.7028,0.1176,0.8824,0.3529,0.0,0.3992,0.2941
gabsferreira,13,5500,0.3985,19.3333,0.1667,0.8333,0.3333,0.6667,0.0664,0.0
joaoviictorti,9,1828,2.5975,5.8539,0.5385,0.4615,283.3846,30.8462,1.3987,0.8462
brunobertolini,21,5550,2.435,3.46,0.027,0.973,14.5676,1.1351,0.0658,0.1622
jh00nbr,196,4129,4.5999,0.8196,0.0,1.0,4.1346,1.8269,0.0,0.0192
AbacatePay,20,560,17.6103,516.0,0.6667,0.3333,15.037,4.2222,11.7402,0.4444
jonatas,30,6560,9.2426,0.7413,0.0482,0.9518,2.5482,0.3494,0.4454,0.0361
camilatigre,26,4011,4.6442,23.2273,0.0588,0.9412,51.098,7.7843,0.2732,0.0784
GilbertoScript,18,2442,8.2264,21.2917,0.0364,0.9636,1.3818,0.0909,0.2991,0.0545
alessandrofeitoza,4,3982,7.2463,5.7955,0.0759,0.9241,0.8354,0.7342,0.5504,0.038
usernein,2,3285,4.1139,22.1739,0.0541,0.9459,15.6486,4.2162,0.2224,0.1622
mentebinaria,130,3432,2.0221,509.0,0.2632,0.7368,355.2105,42.7368,0.5321,0.5263
krol3,7,4333,11.4641,3.1358,0.0294,0.9706,13.9779,2.6618,0.3372,0.0515
douglasjunior,4,5213,13.4525,1.924,0.0677,0.9323,20.8229,3.6458,0.9108,0.099
eduardojmatos,4,5289,4.9722,10.1,0.0278,0.9722,0.8472,0.3056,0.1381,0.0278
linces,40,6366,3.4999,0.6222,0.0328,0.9672,2.0164,0.5902,0.1148,0.0656
vqrca,242,2178,8.385,7.9683,0.0,1.0,1.6,1.3,0.0,0.0
danielschmitz,148,5213,10.0193,501.0,0.021,0.979,2.6224,1.2308,0.2102,0.007
zehfernandes,6,5103,7.2291,2.9762,0.0,1.0,27.8317,3.7921,0.0,0.0891
BTGPactual,17,2926,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0
dev-alexandre17,57,1873,7.8003,0.5764,0.075,0.925,1.25,0.175,0.585,0.175
h2hconference,888,3464,2.636,497.0,0.0,1.0,15.04,2.68,0.0,0.04
alicepsz98,20,2281,2.562,2.2143,0.0,1.0,2.5,0.1875,0.0,0.0
leanfj,1,4089,12.5055,0.3603,0.0357,0.9643,0.6214,0.0786,0.4466,0.0071
pedrofracassi,4,3436,16.6892,2.1336,0.0127,0.9873,2.3885,0.6433,0.2126,0.0255
ugioni,24,2595,1.2668,0.689,0.4444,0.5556,24.4444,31.6667,0.563,0.4444
biglinux,543,3648,24.7305,491.0,0.332,0.668,1.9231,1.4332,8.2101,0.2389
marcelgsantos,16,5528,2.3125,1.4613,0.0571,0.9429,78.2571,12.7429,0.1321,0.0286
canove,12,3455,0.6343,98.2,0.3333,0.6667,361.3333,187.8333,0.2114,0.3333
bugarela,20,3720,7.1675,1.369,0.0548,0.9452,2.6301,0.1781,0.3927,0.0411
binary-ex-machina,997,3103,0.5885,486.0,0.0,1.0,19.2,39.2,0.0,0.0
alidioribeiro,6,3156,3.2405,0.6383,0.0,1.0,1.8929,0.1071,0.0,0.2143
ericdallo,5,4391,12.7268,9.0,0.1046,0.8954,2.5163,0.3791,1.3309,0.0915
m4n3dw0lf,39,3755,3.9881,5.3297,0.0,1.0,35.3902,10.4146,0.0,0.0488
drantunes,20,5324,6.1058,15.6129,0.0337,0.9663,3.9775,1.7079,0.2058,0.0899
Yuri-stack,30,2272,18.3268,7.6667,0.0965,0.9035,0.8333,0.7719,1.7684,0.0702
wallysonlima,130,4264,5.1395,0.7188,0.0167,0.9833,2.5167,0.1667,0.0857,0.0
patrickelectric,135,5318,25.4123,2.5104,0.0946,0.9054,2.1432,0.6892,2.4039,0.0486
alefragnani,2,4850,8.0581,40.1667,0.2336,0.7664,51.2056,6.8692,1.8827,0.2056
wellwelwel,54,2704,7.5643,7.6349,0.375,0.625,25.9286,1.1071,2.8366,0.3571
robertoachar,111,4398,8.3049,31.9333,0.0,1.0,5.05,1.5,0.0,0.03
DevMasterTeam,514,3421,0.7474,476.0,0.0,1.0,44.2857,40.7143,0.0,0.5714
vnen,50,4638,3.1501,238.0,0.0,1.0,31.8,4.7,0.0,0.1
Malabarba,86,5712,3.9645,476.0,0.0,1.0,82.8871,6.0806,0.0,0.0968
gfpoliva,187,5113,1.0715,19.7917,0.0,1.0,0.6667,0.0667,0.0,0.0
oesp,1358,5149,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0
mikeninerbravog,18,3019,10.4046,0.0745,0.0698,0.9302,0.7442,0.0116,0.7259,0.093
arthur404dev,21,2355,8.3752,3.5414,0.1111,0.8889,6.8704,0.5926,0.9306,0.037
VagnerBellacosa,13,1872,143.4075,1.4144,0.2163,0.7837,0.2884,0.1578,31.0228,0.2245
gleicon,27,6402,10.9541,6.7286,0.0781,0.9219,7.8229,1.1406,0.8558,0.0781
Edresson,107,3316,11.896,6.7,0.0093,0.9907,17.9537,2.9722,0.1101,0.0648
LucasVince,3,908,12.8722,0.6223,0.2188,0.7812,2.6562,0.1562,2.8158,0.0625
DanielSouza2005,40,2169,8.083,0.7366,0.25,0.75,2.7917,0.0417,2.0207,0.1458
InFog,42,6276,1.6295,2.3069,0.0357,0.9643,4.7143,2.3929,0.0582,0.1429
rafabene,3,6446,10.936,5.1667,0.1295,0.8705,1.3627,0.9016,1.4166,0.1036
carlosedp,38,6516,8.9126,7.4839,0.1698,0.8302,14.4717,3.6101,1.5135,0.1698
wilkerlucio,21,6475,14.328,14.9032,0.0118,0.9882,9.3937,1.4764,0.1692,0.0236
eddoliver1,12,2049,0.3565,11.55,0.0,1.0,4.0,1.5,0.0,0.5
vitormattos,16,5376,11.2102,12.8333,0.0788,0.9212,0.9212,0.4909,0.8832,0.0727
bamboo,27,6340,7.9502,25.6111,0.0072,0.9928,4.1739,0.8696,0.0576,0.029
daniloab,1,3653,9.9986,1.8852,0.02,0.98,3.62,0.43,0.2,0.02
gabrieltsants,71,993,6.253,1.0222,0.1176,0.8824,1.2353,0.0,0.7356,0.0588
prof-francisco-rodrigues,62,3342,1.0929,57.25,0.1,0.9,33.3,12.6,0.1093,0.4
lubien,2,4267,23.4541,2.106,0.0584,0.9416,2.573,0.5365,1.3696,0.0474
caelum,1029,6297,12.9348,456.0,0.009,0.991,21.0628,18.9686,0.116,0.0897
diegopacheco,3,6132,48.5451,1.7395,0.0515,0.9485,0.719,0.4883,2.5017,0.0282
gustavobigardi,4,4332,1.602,4.3654,0.6842,0.3158,0.7368,2.0526,1.0961,0.3158
flrizzato,125,5218,0.77,2.1942,0.3636,0.6364,49.4545,35.2727,0.28,0.5455
diogomoreira,4,5501,1.0624,0.6565,0.125,0.875,1.1875,0.375,0.1328,0.1875
linuxtips,348,3877,0.8479,451.0,0.1111,0.8889,205.5556,86.5556,0.0942,0.3333
caironoleto,7,6618,4.2497,4.3269,0.039,0.961,1.3377,0.3247,0.1656,0.0
hernandev,66,5351,3.8225,1.9522,0.0357,0.9643,3.375,0.7321,0.1365,0.0179
vhs0s0,6,2118,15.3481,0.6535,0.0449,0.9551,0.8202,0.0562,0.6898,0.0112
